work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,final_risk_score,risk_level,inspection_priority,risk_reasons
W10600,Gabriel Thaman,Pune,Zilla Panchayat,Community Health Center,22.32,27.74,0.0,0.0,0.0,27.74,11.1,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10668,Harrison Kapur,Pune,Zilla Panchayat,Drinking Water Supply,16.43,27.7,0.0,0.0,0.0,27.7,11.08,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10761,Advaith Gole,Asansol,Public Works Department,Community Health Center,32.49,27.71,0.0,0.0,0.0,27.71,11.08,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12404,Lucky Prashad,Dharwad,Public Works Department,Road Construction,39.56,27.67,0.0,0.0,0.0,27.67,11.07,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12246,Owen Bansal,Thane,District Rural Development Agency,Street Lighting,2.52,27.65,0.0,0.0,0.0,27.65,11.06,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12828,Eesha Memon,Coimbatore,District Rural Development Agency,Community Health Center,10.51,27.59,0.0,0.0,0.0,27.59,11.04,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12314,Owen Bansal,Kanpur,Public Works Department,Community Health Center,40.3,27.61,0.0,0.0,0.0,27.61,11.04,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10949,Yutika Rana,Dharwad,District Rural Development Agency,Public Toilet Complex,3.85,27.54,0.0,0.0,0.0,27.54,11.02,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10748,Meera Banerjee,Mysuru,Municipal Corporation,Community Health Center,40.49,27.53,0.0,0.0,0.0,27.53,11.01,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10910,Owen Bala,Darjeeling,Public Works Department,Road Construction,39.14,27.53,0.0,0.0,0.0,27.53,11.01,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12284,Deepa Gala,Dharwad,Municipal Corporation,Road Construction,39.21,27.5,0.0,0.0,0.0,27.5,11.0,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12974,Nicholas Gour,Bengaluru Urban,Public Works Department,Street Lighting,2.55,27.48,0.0,0.0,0.0,27.48,10.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11761,Nicholas Gour,Madurai,State Housing Board,Community Health Center,40.36,27.46,0.0,0.0,0.0,27.46,10.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11719,Azaan Gupta,Chennai,Public Works Department,Community Health Center,49.55,27.43,0.0,0.0,0.0,27.43,10.97,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12929,Advaith Gole,Varanasi,Zilla Panchayat,Community Health Center,37.13,27.42,0.0,0.0,0.0,27.42,10.97,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11056,Triya Khatri,Lucknow,State Housing Board,Community Health Center,26.76,27.35,0.0,0.0,0.0,27.35,10.94,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10754,Advaith Gole,Asansol,Public Works Department,Community Health Center,30.46,27.3,0.0,0.0,0.0,27.3,10.92,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12933,Tanish Iyer,Kanpur,Municipal Corporation,Community Health Center,49.15,27.2,0.0,0.0,0.0,27.2,10.88,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12782,Ekansh Sami,Madurai,District Rural Development Agency,Community Health Center,38.83,26.95,0.0,0.0,0.0,26.95,10.78,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12452,Triya Khatri,Kanpur,District Rural Development Agency,Community Health Center,45.48,26.95,0.0,0.0,0.0,26.95,10.78,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10387,Varsha Morar,Salem,Zilla Panchayat,Street Lighting,15.449974821245178,26.85,0.0,0.0,0.0,26.85,10.74,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11503,Meera Banerjee,Salem,District Rural Development Agency,Community Health Center,27.41,26.79,0.0,0.0,0.0,26.79,10.72,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10375,Mugdha Varty,Howrah,Zilla Panchayat,Road Construction,38.22,26.78,0.0,0.0,0.0,26.78,10.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11090,Victor Venkataraman,Coimbatore,Municipal Corporation,Community Health Center,47.26,26.72,0.0,0.0,0.0,26.72,10.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12561,Rayaan Mand,Bengaluru Urban,Municipal Corporation,Road Construction,36.39,26.69,0.0,0.0,0.0,26.69,10.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10351,Pallavi Krish,Coimbatore,Municipal Corporation,Road Construction,36.35,26.66,0.0,0.0,0.0,26.66,10.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11097,Oliver Sarma,Pune,Zilla Panchayat,Drinking Water Supply,10.52,26.68,0.0,0.0,0.0,26.68,10.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12721,Triya Khatri,Darjeeling,Municipal Corporation,Road Construction,39.05,26.64,0.0,0.0,0.0,26.64,10.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10022,Harrison Kapur,Bengaluru Urban,District Rural Development Agency,Community Health Center,39.13,26.65,0.0,0.0,0.0,26.65,10.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10793,Jagat Mangat,Howrah,Public Works Department,Road Construction,39.09,26.57,0.0,0.0,0.0,26.57,10.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10578,Yamini Chand,Bengaluru Urban,Municipal Corporation,Community Health Center,36.41,26.57,0.0,0.0,0.0,26.57,10.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12291,Meera Banerjee,Coimbatore,Public Works Department,Community Health Center,31.73,26.47,0.0,0.0,0.0,26.47,10.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11792,Owen Bala,Chennai,Municipal Corporation,Road Construction,35.28,26.47,0.0,0.0,0.0,26.47,10.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11242,Oliver Sarma,Dharwad,Zilla Panchayat,Road Construction,38.81,26.49,0.0,0.0,0.0,26.49,10.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10006,Lucky Prashad,Pune,Zilla Panchayat,Community Health Center,21.12,26.47,0.0,0.0,0.0,26.47,10.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12340,Victor Venkataraman,Chennai,Public Works Department,Community Health Center,43.68,26.4,0.0,0.0,0.0,26.4,10.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12911,Advaith Gole,Bengaluru Urban,Zilla Panchayat,Community Health Center,42.49,26.39,0.0,0.0,0.0,26.39,10.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11528,Meera Banerjee,Agra,Zilla Panchayat,Community Health Center,39.34,26.4,0.0,0.0,0.0,26.4,10.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10067,Leena Butala,Varanasi,Municipal Corporation,Road Construction,22.71,26.36,0.0,0.0,0.0,26.36,10.54,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11225,Eesha Memon,Kanpur,State Housing Board,Community Health Center,38.05,26.32,0.0,0.0,0.0,26.32,10.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12338,Gaurav Chandra,Varanasi,Public Works Department,Road Construction,38.42,26.3,0.0,0.0,0.0,26.3,10.52,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11185,Pallavi Krish,Dharwad,Municipal Corporation,Drinking Water Supply,4.08,26.27,0.0,0.0,0.0,26.27,10.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11699,Hemang Bava,Pune,Zilla Panchayat,Road Construction,21.49,26.27,0.0,0.0,0.0,26.27,10.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10161,Ishwar Boase,Thane,State Housing Board,School Building Repair,4.95,26.27,0.0,0.0,0.0,26.27,10.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11381,Ronith Zachariah,Agra,Municipal Corporation,Road Construction,32.41,26.26,0.0,0.0,0.0,26.26,10.5,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10191,Yug Choudhry,Dharwad,Municipal Corporation,Community Health Center,37.2,26.26,0.0,0.0,0.0,26.26,10.5,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10315,Hemang Bava,Varanasi,Public Works Department,Public Toilet Complex,15.525775308472005,26.21,0.0,0.0,0.0,26.21,10.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11262,Gabriel Thaman,Salem,Public Works Department,Public Toilet Complex,2.81,26.15,0.0,0.0,0.0,26.15,10.46,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10892,Hemang Bava,Pune,Zilla Panchayat,Drinking Water Supply,18.69,26.16,0.0,0.0,0.0,26.16,10.46,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10784,Owen Bala,Madurai,State Housing Board,Road Construction,27.59,26.09,0.0,0.0,0.0,26.09,10.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11995,Azaan Gupta,Madurai,State Housing Board,School Building Repair,5.31,26.1,0.0,0.0,0.0,26.1,10.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12861,Jagat Mangat,Nashik,District Rural Development Agency,Road Construction,33.87,26.05,0.0,0.0,0.0,26.05,10.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10951,Leena Butala,Mysuru,Public Works Department,Road Construction,32.89,26.04,0.0,0.0,0.0,26.04,10.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10967,Odika Naik,Dharwad,Municipal Corporation,Community Health Center,44.16,26.04,0.0,0.0,0.0,26.04,10.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11682,Owen Bansal,Howrah,Public Works Department,Road Construction,39.72,25.99,0.0,0.0,0.0,25.99,10.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10015,Hemang Bava,Lucknow,Municipal Corporation,Road Construction,37.52,25.92,0.0,0.0,0.0,25.92,10.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11497,Eesha Memon,Howrah,Public Works Department,Community Health Center,38.25,25.93,0.0,0.0,0.0,25.93,10.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10712,Tanish Iyer,Howrah,Zilla Panchayat,Community Health Center,23.87,25.86,0.0,0.0,0.0,25.86,10.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10695,Sanya Swamy,Coimbatore,Municipal Corporation,Community Health Center,38.79,25.83,0.0,0.0,0.0,25.83,10.33,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11018,Onveer Kata,Agra,Zilla Panchayat,Road Construction,38.07,25.76,0.0,0.0,0.0,25.76,10.31,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12051,Leena Butala,Chennai,Municipal Corporation,Road Construction,9.07,25.79,0.0,0.0,0.0,25.79,10.31,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12988,Gaurav Chandra,Kanpur,Public Works Department,Community Health Center,26.97,25.73,0.0,0.0,0.0,25.73,10.29,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11583,Hemang Bava,Thane,Public Works Department,Road Construction,37.44,25.71,0.0,0.0,0.0,25.71,10.28,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12616,Bachittar Choudhry,Kolkata,District Rural Development Agency,Drinking Water Supply,15.56,25.69,0.0,0.0,0.0,25.69,10.28,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10666,Owen Bala,Howrah,State Housing Board,Community Health Center,36.26,25.69,0.0,0.0,0.0,25.69,10.27,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12287,Gaurav Chandra,Darjeeling,Zilla Panchayat,Road Construction,34.16,25.63,0.0,0.0,0.0,25.63,10.25,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11013,Gabriel Thaman,Chennai,State Housing Board,Road Construction,39.3,25.58,0.0,0.0,0.0,25.58,10.23,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12838,Advaith Gole,Asansol,Public Works Department,Community Health Center,34.5,25.58,0.0,0.0,0.0,25.58,10.23,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12013,Eesha Memon,Pune,Zilla Panchayat,Community Health Center,34.36,25.55,0.0,0.0,0.0,25.55,10.22,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12067,Lucky Prashad,Mysuru,District Rural Development Agency,Road Construction,38.29,25.51,0.0,0.0,0.0,25.51,10.2,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10777,Tanish Iyer,Agra,District Rural Development Agency,Community Health Center,35.88,25.5,0.0,0.0,0.0,25.5,10.2,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10247,Oliver Sarma,Howrah,State Housing Board,Road Construction,14.4,25.49,0.0,0.0,0.0,25.49,10.2,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10420,Ishwar Boase,Varanasi,Public Works Department,Street Lighting,1.14,25.5,0.0,0.0,0.0,25.5,10.2,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12024,Odika Naik,Pune,Zilla Panchayat,Public Toilet Complex,5.47,25.48,0.0,0.0,0.0,25.48,10.19,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12296,Vrinda Biswas,Madurai,State Housing Board,Road Construction,26.34,25.47,0.0,0.0,0.0,25.47,10.19,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12368,Bachittar Choudhry,Bengaluru Urban,Zilla Panchayat,Road Construction,13.82,25.47,0.0,0.0,0.0,25.47,10.19,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12242,Harrison Kapur,Coimbatore,State Housing Board,Community Health Center,43.7,25.46,0.0,0.0,0.0,25.46,10.18,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11770,Ria Ratta,Salem,Public Works Department,Road Construction,28.16,25.45,0.0,0.0,0.0,25.45,10.18,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10862,Sanya Swamy,Coimbatore,Zilla Panchayat,School Building Repair,12.83,25.43,0.0,0.0,0.0,25.43,10.17,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12731,Yutika Rana,Lucknow,District Rural Development Agency,Community Health Center,35.69,25.42,0.0,0.0,0.0,25.42,10.17,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10237,Gaurav Chandra,Thane,Public Works Department,Street Lighting,1.64,25.4,0.0,0.0,0.0,25.4,10.16,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12943,Bachittar Choudhry,Coimbatore,District Rural Development Agency,Road Construction,32.91,25.38,0.0,0.0,0.0,25.38,10.15,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10474,Owen Bala,Howrah,Municipal Corporation,Community Health Center,36.15,25.38,0.0,0.0,0.0,25.38,10.15,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12109,Eesha Memon,Nagpur,District Rural Development Agency,Road Construction,38.04,25.29,0.0,0.0,0.0,25.29,10.12,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10485,Yug Choudhry,Pune,Zilla Panchayat,Drainage System,13.18,25.3,0.0,0.0,0.0,25.3,10.12,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12797,Widisha Yohannan,Dharwad,Public Works Department,Street Lighting,2.2,25.29,0.0,0.0,0.0,25.29,10.12,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11508,Vrinda Biswas,Mysuru,State Housing Board,Community Health Center,18.27,25.27,0.0,0.0,0.0,25.27,10.11,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11756,Tanish Iyer,Pune,Zilla Panchayat,Drinking Water Supply,15.54,25.28,0.0,0.0,0.0,25.28,10.11,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11111,Victor Venkataraman,Dharwad,Municipal Corporation,Road Construction,37.78,25.25,0.0,0.0,0.0,25.25,10.1,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12277,Widisha Yohannan,Nashik,Municipal Corporation,Community Health Center,41.73,25.19,0.0,0.0,0.0,25.19,10.07,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10122,Nicholas Gour,Kolkata,Public Works Department,Road Construction,32.54,25.15,0.0,0.0,0.0,25.15,10.06,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11961,Ria Ratta,Pune,Zilla Panchayat,Public Toilet Complex,6.82,25.13,0.0,0.0,0.0,25.13,10.05,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10050,Advaith Gole,Mysuru,District Rural Development Agency,Community Health Center,34.45,25.02,0.0,0.0,0.0,25.02,10.01,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10488,Ishwar Boase,Bengaluru Urban,State Housing Board,Street Lighting,3.61,24.96,0.0,0.0,0.0,24.96,9.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10789,Meera Banerjee,Mysuru,Public Works Department,Public Toilet Complex,4.66,24.98,0.0,0.0,0.0,24.98,9.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12928,Widisha Yohannan,Varanasi,Municipal Corporation,Road Construction,29.41,24.95,0.0,0.0,0.0,24.95,9.98,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10503,Pallavi Krish,Chennai,Public Works Department,Community Health Center,35.35,24.96,0.0,0.0,0.0,24.96,9.98,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10430,Owen Bala,Chennai,Zilla Panchayat,Road Construction,36.39,24.91,0.0,0.0,0.0,24.91,9.97,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11511,Advaith Gole,Nashik,Zilla Panchayat,Community Health Center,37.61,24.9,0.0,0.0,0.0,24.9,9.96,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12714,Advaith Gole,Kolkata,Public Works Department,Road Construction,36.49,24.87,0.0,0.0,0.0,24.87,9.95,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10520,Eesha Memon,Darjeeling,Public Works Department,Community Health Center,35.27,24.85,0.0,0.0,0.0,24.85,9.94,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11815,Advaith Gole,Asansol,Municipal Corporation,Public Toilet Complex,2.26,24.75,0.0,0.0,0.0,24.75,9.9,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12021,Onveer Kata,Pune,State Housing Board,Drainage System,4.34,24.71,0.0,0.0,0.0,24.71,9.88,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12849,Triya Khatri,Salem,Municipal Corporation,Drainage System,14.74,24.66,0.0,0.0,0.0,24.66,9.87,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12636,Gabriel Thaman,Agra,State Housing Board,Community Health Center,15.51,24.69,0.0,0.0,0.0,24.69,9.87,LOW,NORMAL,No major anomaly detected by the current risk layers.
