state,district,constituency,mp_name,work_id,work_name,work_category,implementing_agency,sanction_amount,expenditure,physical_progress,start_date,expected_completion_date,actual_completion_date,contractor,latitude,longitude,status,existing_rule_score,data_source,data_label,fund_utilization_pct,progress_expenditure_gap,progress_expenditure_mismatch,cost_overrun_amount,cost_overrun_pct,cost_overrun_flag,planned_duration_days,actual_duration_days,delay_days,timeline_delay_flag,high_fund_utilization,record_id,rule_risk_score,rule_risk_level,rule_reasons,ml_anomaly,ml_anomaly_score,ml_anomaly_status,ml_model,ml_risk_score,hybrid_risk_score,hybrid_risk_level,hybrid_risk_reasons,inspection_priority
,Belagavi,,Advaith Gole,W10178,,Community Health Center,Zilla Panchayat,45.58,,,,,,,,,Ongoing,32.450260219726545,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10178,32.45,LOW,No rule-based risk condition triggered,True,0.0127,Anomaly,Isolation Forest,97.92,58.64,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Kolkata,,Pallavi Krish,W10173,,Community Health Center,District Rural Development Agency,44.93,,,,,,,,,Ongoing,32.38373581028931,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10173,32.38,LOW,No rule-based risk condition triggered,True,0.009,Anomaly,Isolation Forest,97.17,58.3,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Nagpur,,Varsha Morar,W12070,,Community Health Center,State Housing Board,46.04,,,,,,,,,Completed,32.33048502105121,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12070,32.33,LOW,No rule-based risk condition triggered,True,0.016,Anomaly,Isolation Forest,98.52,58.81,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Darjeeling,,Onveer Kata,W12859,,Community Health Center,State Housing Board,45.07,,,,,,,,,Ongoing,32.16734249640129,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12859,32.17,LOW,No rule-based risk condition triggered,True,0.0124,Anomaly,Isolation Forest,97.87,58.45,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Coimbatore,,Krishna Pant,W10532,,Community Health Center,Zilla Panchayat,45.29,,,,,,,,,Ongoing,32.11518640179904,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10532,32.12,LOW,No rule-based risk condition triggered,True,0.0121,Anomaly,Isolation Forest,97.8,58.39,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Lucknow,,Azaan Gupta,W10196,,Community Health Center,State Housing Board,45.56,,,,,,,,,Ongoing,32.09809109,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10196,32.1,LOW,No rule-based risk condition triggered,True,0.014,Anomaly,Isolation Forest,98.17,58.53,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Nagpur,,Ekansh Sami,W11701,,Community Health Center,Zilla Panchayat,42.97,,,,,,,,,Ongoing,31.973484090909807,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11701,31.97,LOW,No rule-based risk condition triggered,True,0.0062,Anomaly,Isolation Forest,96.67,57.85,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Coimbatore,,Widisha Yohannan,W11526,,Community Health Center,Public Works Department,49.97,,,,,,,,,Completed,31.927497615187026,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11526,31.93,LOW,No rule-based risk condition triggered,True,0.0178,Anomaly,Isolation Forest,99.0,58.76,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Dharwad,,Oliver Sarma,W12581,,Road Construction,Zilla Panchayat,27.63,,,,,,,,,Ongoing,31.90340708,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12581,31.9,LOW,No rule-based risk condition triggered,False,-0.0383,Normal,Isolation Forest,21.42,27.71,LOW,No significant risk indicator detected,LOW
,Agra,,Advaith Gole,W10260,,Community Health Center,District Rural Development Agency,32.11,,,,,,,,,Ongoing,31.85595959871763,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10260,31.86,LOW,No rule-based risk condition triggered,False,-0.0179,Normal,Isolation Forest,83.97,52.7,MEDIUM,No significant risk indicator detected,MEDIUM
,Belagavi,,Bachittar Choudhry,W10200,,Community Health Center,Zilla Panchayat,44.57,,,,,,,,,Ongoing,31.751273385949546,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10200,31.75,LOW,No rule-based risk condition triggered,True,0.01,Anomaly,Isolation Forest,97.38,58.0,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Pune,,Ekansh Sami,W11269,,Community Health Center,Zilla Panchayat,43.3,,,,,,,,,Completed,31.748689122775627,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11269,31.75,LOW,No rule-based risk condition triggered,True,0.0039,Anomaly,Isolation Forest,95.9,57.41,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Pune,,Onveer Kata,W10867,,Street Lighting,Zilla Panchayat,3.61,,,,,,,,,Ongoing,31.581958731115883,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10867,31.58,LOW,No rule-based risk condition triggered,False,-0.0458,Normal,Isolation Forest,5.97,21.34,LOW,No significant risk indicator detected,LOW
,Agra,,Mugdha Varty,W11816,,Community Health Center,District Rural Development Agency,48.65,,,,,,,,,Completed,31.489254249344885,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11816,31.49,LOW,No rule-based risk condition triggered,True,0.0142,Anomaly,Isolation Forest,98.23,58.19,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Nagpur,,Lucky Prashad,W12857,,Community Health Center,Zilla Panchayat,43.96,,,,,,,,,Ongoing,31.314341985468577,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12857,31.31,LOW,No rule-based risk condition triggered,True,0.0073,Anomaly,Isolation Forest,97.02,57.59,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Bengaluru Urban,,Gabriel Thaman,W10810,,Community Health Center,Zilla Panchayat,43.23,,,,,,,,,Ongoing,31.30262152118798,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10810,31.3,LOW,No rule-based risk condition triggered,True,0.006,Anomaly,Isolation Forest,96.58,57.41,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Kanpur,,Sanya Swamy,W12901,,Community Health Center,Public Works Department,33.93,,,,,,,,,Completed,31.26060257298304,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12901,31.26,LOW,No rule-based risk condition triggered,False,-0.0162,Normal,Isolation Forest,85.83,53.09,MEDIUM,No significant risk indicator detected,MEDIUM
,Nashik,,Ria Ratta,W10517,,Community Health Center,District Rural Development Agency,43.56,,,,,,,,,Ongoing,31.153340795559405,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10517,31.15,LOW,No rule-based risk condition triggered,True,0.0036,Anomaly,Isolation Forest,95.8,57.01,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Mysuru,,Yutika Rana,W11452,,Community Health Center,State Housing Board,42.8,,,,,,,,,Ongoing,31.11526863763728,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11452,31.12,LOW,No rule-based risk condition triggered,True,0.0078,Anomaly,Isolation Forest,97.1,57.51,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Madurai,,Yadavi Deshmukh,W10416,,Community Health Center,District Rural Development Agency,39.54,,,,,,,,,Ongoing,31.058001684959013,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10416,31.06,LOW,No rule-based risk condition triggered,False,-0.0037,Normal,Isolation Forest,93.8,56.16,MEDIUM,No significant risk indicator detected,MEDIUM
,Bengaluru Urban,,Krishna Pant,W11684,,Community Health Center,Zilla Panchayat,40.34,,,,,,,,,Completed,30.83487372985964,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11684,30.83,LOW,No rule-based risk condition triggered,False,-0.0014,Normal,Isolation Forest,94.37,56.25,MEDIUM,No significant risk indicator detected,MEDIUM
,Kolkata,,Sanya Swamy,W12321,,Community Health Center,Municipal Corporation,42.29,,,,,,,,,Completed,30.69043231355256,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12321,30.69,LOW,No rule-based risk condition triggered,True,0.0147,Anomaly,Isolation Forest,98.33,57.75,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Agra,,Gabriel Thaman,W10610,,Community Health Center,State Housing Board,42.32,,,,,,,,,Ongoing,30.68470063579197,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10610,30.68,LOW,No rule-based risk condition triggered,True,0.0077,Anomaly,Isolation Forest,97.07,57.24,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Lucknow,,Owen Bansal,W11622,,Road Construction,State Housing Board,28.93,,,,,,,,,Completed,30.53771549327719,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11622,30.54,LOW,No rule-based risk condition triggered,False,-0.0091,Normal,Isolation Forest,91.47,54.91,MEDIUM,No significant risk indicator detected,MEDIUM
,Salem,,Vrinda Biswas,W10417,,Street Lighting,District Rural Development Agency,10.917518242964356,,,,,,,,,Ongoing,30.530869010289067,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10417,30.53,LOW,No rule-based risk condition triggered,False,-0.0317,Normal,Isolation Forest,47.08,37.15,LOW,No significant risk indicator detected,LOW
,Pune,,Ekansh Sami,W11389,,Drainage System,Zilla Panchayat,6.17,,,,,,,,,Ongoing,30.46605583888032,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11389,30.47,LOW,No rule-based risk condition triggered,False,-0.0446,Normal,Isolation Forest,7.4,21.24,LOW,No significant risk indicator detected,LOW
,Belagavi,,Leena Butala,W12890,,Community Health Center,State Housing Board,41.54,,,,,,,,,Ongoing,30.457340771187543,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12890,30.46,LOW,No rule-based risk condition triggered,True,0.0058,Anomaly,Isolation Forest,96.45,56.86,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Howrah,,Oliver Sarma,W10981,,Community Health Center,District Rural Development Agency,29.41,,,,,,,,,Ongoing,30.447818099518795,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10981,30.45,LOW,No rule-based risk condition triggered,False,-0.0182,Normal,Isolation Forest,83.67,51.74,MEDIUM,No significant risk indicator detected,MEDIUM
,Nagpur,,Ekansh Sami,W11380,,Community Health Center,District Rural Development Agency,38.88,,,,,,,,,Completed,30.33394824503875,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11380,30.33,LOW,No rule-based risk condition triggered,False,-0.0103,Normal,Isolation Forest,90.77,54.51,MEDIUM,No significant risk indicator detected,MEDIUM
,Coimbatore,,Christopher Kadakia,W12804,,Street Lighting,District Rural Development Agency,20.901096748739697,,,,,,,,,Completed,30.203870469892145,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12804,30.2,LOW,No rule-based risk condition triggered,False,-0.0067,Normal,Isolation Forest,92.67,55.19,MEDIUM,No significant risk indicator detected,MEDIUM
,Agra,,Vrinda Biswas,W11923,,Community Health Center,Public Works Department,40.11,,,,,,,,,Completed,30.103816558623944,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11923,30.1,LOW,No rule-based risk condition triggered,False,-0.0039,Normal,Isolation Forest,93.62,55.51,MEDIUM,No significant risk indicator detected,MEDIUM
,Nagpur,,Vanya Suresh,W10515,,Community Health Center,Public Works Department,42.23,,,,,,,,,Ongoing,30.07532162440073,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10515,30.08,LOW,No rule-based risk condition triggered,False,-0.0017,Normal,Isolation Forest,94.28,55.76,MEDIUM,No significant risk indicator detected,MEDIUM
,Thane,,Christopher Kadakia,W11429,,Road Construction,Zilla Panchayat,34.2,,,,,,,,,Ongoing,30.020802858831864,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11429,30.02,LOW,No rule-based risk condition triggered,False,-0.0249,Normal,Isolation Forest,71.12,46.46,MEDIUM,No significant risk indicator detected,MEDIUM
,Kanpur,,Rayaan Mand,W12445,,Community Health Center,Public Works Department,39.15,,,,,,,,,Ongoing,30.00054731517603,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12445,30.0,LOW,No rule-based risk condition triggered,False,-0.014,Normal,Isolation Forest,87.9,53.16,MEDIUM,No significant risk indicator detected,MEDIUM
,Coimbatore,,Widisha Yohannan,W11753,,Community Health Center,Zilla Panchayat,40.76,,,,,,,,,Completed,30.0002731367634,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11753,30.0,LOW,No rule-based risk condition triggered,False,-0.0008,Normal,Isolation Forest,94.63,55.85,MEDIUM,No significant risk indicator detected,MEDIUM
,Salem,,Christopher Kadakia,W10566,,Community Health Center,District Rural Development Agency,47.21,,,,,,,,,Completed,29.94135010334911,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10566,29.94,LOW,No rule-based risk condition triggered,True,0.0118,Anomaly,Isolation Forest,97.77,57.07,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Bengaluru Urban,,Ekansh Sami,W12249,,Community Health Center,Municipal Corporation,40.22,,,,,,,,,Completed,29.882491680289025,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12249,29.88,LOW,No rule-based risk condition triggered,True,0.0108,Anomaly,Isolation Forest,97.58,56.96,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Varanasi,,Meera Banerjee,W11783,,Road Construction,State Housing Board,32.56,,,,,,,,,Ongoing,29.878753108899183,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11783,29.88,LOW,No rule-based risk condition triggered,False,-0.006,Normal,Isolation Forest,92.95,55.11,MEDIUM,No significant risk indicator detected,MEDIUM
,Darjeeling,,Widisha Yohannan,W10074,,Community Health Center,State Housing Board,49.87,,,,,,,,,Completed,29.857946173706456,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10074,29.86,LOW,No rule-based risk condition triggered,True,0.0229,Anomaly,Isolation Forest,99.43,57.69,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Belagavi,,Gabriel Thaman,W10510,,Community Health Center,Public Works Department,44.42,,,,,,,,,Completed,29.826239052794516,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10510,29.83,LOW,No rule-based risk condition triggered,True,0.005,Anomaly,Isolation Forest,96.3,56.42,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Pune,,Yamini Chand,W12167,,Street Lighting,Zilla Panchayat,1.46,,,,,,,,,Ongoing,29.713297510059185,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12167,29.71,LOW,No rule-based risk condition triggered,False,-0.0374,Normal,Isolation Forest,23.92,27.39,LOW,No significant risk indicator detected,LOW
,Howrah,,Gabriel Thaman,W11687,,Community Health Center,Public Works Department,41.98,,,,,,,,,Ongoing,29.68345438822434,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11687,29.68,LOW,No rule-based risk condition triggered,False,-0.0025,Normal,Isolation Forest,93.95,55.39,MEDIUM,No significant risk indicator detected,MEDIUM
,Madurai,,Owen Bala,W12507,,Community Health Center,Public Works Department,41.24,,,,,,,,,Completed,29.633845069525663,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12507,29.63,LOW,No rule-based risk condition triggered,False,-0.0025,Normal,Isolation Forest,93.95,55.36,MEDIUM,No significant risk indicator detected,MEDIUM
,Lucknow,,Owen Bala,W12189,,Street Lighting,District Rural Development Agency,22.35538126069453,,,,,,,,,Ongoing,29.61670056719885,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12189,29.62,LOW,No rule-based risk condition triggered,False,-0.0119,Normal,Isolation Forest,89.52,53.58,MEDIUM,No significant risk indicator detected,MEDIUM
,Nashik,,Odika Naik,W11563,,Community Health Center,Public Works Department,49.59,,,,,,,,,Completed,29.55574812031533,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11563,29.56,LOW,No rule-based risk condition triggered,True,0.0175,Anomaly,Isolation Forest,98.9,57.3,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Agra,,Leena Butala,W11566,,Community Health Center,Public Works Department,47.89,,,,,,,,,Completed,29.551099273165946,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11566,29.55,LOW,No rule-based risk condition triggered,True,0.0131,Anomaly,Isolation Forest,98.03,56.94,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Nagpur,,Ishwar Boase,W12437,,Community Health Center,Public Works Department,47.82,,,,,,,,,Completed,29.496619702426017,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12437,29.5,LOW,No rule-based risk condition triggered,True,0.013,Anomaly,Isolation Forest,98.0,56.9,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Salem,,Ria Ratta,W12950,,Road Construction,Public Works Department,39.92,,,,,,,,,Ongoing,29.444736780011663,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12950,29.44,LOW,No rule-based risk condition triggered,False,-0.0007,Normal,Isolation Forest,94.73,55.56,MEDIUM,No significant risk indicator detected,MEDIUM
,Bengaluru Urban,,Sanya Swamy,W12891,,Community Health Center,Public Works Department,38.35,,,,,,,,,Completed,29.40700721,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12891,29.41,LOW,No rule-based risk condition triggered,False,-0.0098,Normal,Isolation Forest,91.05,54.07,MEDIUM,No significant risk indicator detected,MEDIUM
,Mysuru,,Leena Butala,W12868,,Community Health Center,District Rural Development Agency,41.61,,,,,,,,,Ongoing,29.357684879805888,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12868,29.36,LOW,No rule-based risk condition triggered,False,-0.0007,Normal,Isolation Forest,94.73,55.51,MEDIUM,No significant risk indicator detected,MEDIUM
,Coimbatore,,Ria Ratta,W11410,,Community Health Center,District Rural Development Agency,40.68,,,,,,,,,Ongoing,29.346441116509272,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11410,29.35,LOW,No rule-based risk condition triggered,False,-0.0014,Normal,Isolation Forest,94.37,55.36,MEDIUM,No significant risk indicator detected,MEDIUM
,Kolkata,,Odika Naik,W11723,,Road Construction,District Rural Development Agency,39.4,,,,,,,,,Completed,29.23106617101915,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11723,29.23,LOW,No rule-based risk condition triggered,True,0.0234,Anomaly,Isolation Forest,99.53,57.35,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
