work_id,mp_name,district,implementing_agency,work_category,final_risk_score,risk_level,inspection_priority,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,explanation,why_flagged,recommended_action
W12321,Sanya Swamy,Kolkata,Municipal Corporation,Community Health Center,12.28,LOW,NORMAL,30.69,0.0,0.0,0.0,30.69,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10610,Gabriel Thaman,Agra,State Housing Board,Community Health Center,12.27,LOW,NORMAL,30.68,0.0,0.0,0.0,30.68,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11622,Owen Bansal,Lucknow,State Housing Board,Road Construction,12.22,LOW,NORMAL,30.54,0.0,0.0,0.0,30.54,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10417,Vrinda Biswas,Salem,District Rural Development Agency,Street Lighting,12.21,LOW,NORMAL,30.53,0.0,0.0,0.0,30.53,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11389,Ekansh Sami,Pune,Zilla Panchayat,Drainage System,12.19,LOW,NORMAL,30.47,0.0,0.0,0.0,30.47,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12890,Leena Butala,Belagavi,State Housing Board,Community Health Center,12.18,LOW,NORMAL,30.46,0.0,0.0,0.0,30.46,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10981,Oliver Sarma,Howrah,District Rural Development Agency,Community Health Center,12.18,LOW,NORMAL,30.45,0.0,0.0,0.0,30.45,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11380,Ekansh Sami,Nagpur,District Rural Development Agency,Community Health Center,12.13,LOW,NORMAL,30.33,0.0,0.0,0.0,30.33,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12804,Christopher Kadakia,Coimbatore,District Rural Development Agency,Street Lighting,12.08,LOW,NORMAL,30.2,0.0,0.0,0.0,30.2,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11923,Vrinda Biswas,Agra,Public Works Department,Community Health Center,12.04,LOW,NORMAL,30.1,0.0,0.0,0.0,30.1,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10515,Vanya Suresh,Nagpur,Public Works Department,Community Health Center,12.03,LOW,NORMAL,30.08,0.0,0.0,0.0,30.08,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11429,Christopher Kadakia,Thane,Zilla Panchayat,Road Construction,12.01,LOW,NORMAL,30.02,0.0,0.0,0.0,30.02,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11753,Widisha Yohannan,Coimbatore,Zilla Panchayat,Community Health Center,12.0,LOW,NORMAL,30.0,0.0,0.0,0.0,30.0,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12445,Rayaan Mand,Kanpur,Public Works Department,Community Health Center,12.0,LOW,NORMAL,30.0,0.0,0.0,0.0,30.0,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10566,Christopher Kadakia,Salem,District Rural Development Agency,Community Health Center,11.98,LOW,NORMAL,29.94,0.0,0.0,0.0,29.94,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12249,Ekansh Sami,Bengaluru Urban,Municipal Corporation,Community Health Center,11.95,LOW,NORMAL,29.88,0.0,0.0,0.0,29.88,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11783,Meera Banerjee,Varanasi,State Housing Board,Road Construction,11.95,LOW,NORMAL,29.88,0.0,0.0,0.0,29.88,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10074,Widisha Yohannan,Darjeeling,State Housing Board,Community Health Center,11.94,LOW,NORMAL,29.86,0.0,0.0,0.0,29.86,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10510,Gabriel Thaman,Belagavi,Public Works Department,Community Health Center,11.93,LOW,NORMAL,29.83,0.0,0.0,0.0,29.83,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12167,Yamini Chand,Pune,Zilla Panchayat,Street Lighting,11.89,LOW,NORMAL,29.71,0.0,0.0,0.0,29.71,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11687,Gabriel Thaman,Howrah,Public Works Department,Community Health Center,11.87,LOW,NORMAL,29.68,0.0,0.0,0.0,29.68,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12507,Owen Bala,Madurai,Public Works Department,Community Health Center,11.85,LOW,NORMAL,29.63,0.0,0.0,0.0,29.63,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12189,Owen Bala,Lucknow,District Rural Development Agency,Street Lighting,11.85,LOW,NORMAL,29.62,0.0,0.0,0.0,29.62,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11566,Leena Butala,Agra,Public Works Department,Community Health Center,11.82,LOW,NORMAL,29.55,0.0,0.0,0.0,29.55,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
