work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,status,risk_score,reasons_text
W10315,Hemang Bava,Varanasi,Public Works Department,Public Toilet Complex,15.525775308472005,Completed,26.21288558587095,Cost is unusually high for 'Public Toilet Complex' works
W10892,Hemang Bava,Pune,Zilla Panchayat,Drinking Water Supply,18.69,Ongoing,26.160028747372273,Still ongoing 2+ years after sanction; Agency handles a disproportionate share of Pune's works
W11262,Gabriel Thaman,Salem,Public Works Department,Public Toilet Complex,2.81,Completed,26.151604159631077,Flagged by ML pattern only
W11995,Azaan Gupta,Madurai,State Housing Board,School Building Repair,5.31,Completed,26.099171620615632,Flagged by ML pattern only
W10784,Owen Bala,Madurai,State Housing Board,Road Construction,27.59,Completed,26.092260796854607,Flagged by ML pattern only
W12861,Jagat Mangat,Nashik,District Rural Development Agency,Road Construction,33.87,Ongoing,26.04730681,Still ongoing 2+ years after sanction
W10967,Odika Naik,Dharwad,Municipal Corporation,Community Health Center,44.16,Ongoing,26.040138167251502,Flagged by ML pattern only
W10951,Leena Butala,Mysuru,Public Works Department,Road Construction,32.89,Completed,26.03779195369133,Flagged by ML pattern only
W11682,Owen Bansal,Howrah,Public Works Department,Road Construction,39.72,Completed,25.988470873237976,Flagged by ML pattern only
W11497,Eesha Memon,Howrah,Public Works Department,Community Health Center,38.25,Completed,25.93418943446107,Flagged by ML pattern only
W10015,Hemang Bava,Lucknow,Municipal Corporation,Road Construction,37.52,Ongoing,25.923876058424945,Still ongoing 2+ years after sanction
W10712,Tanish Iyer,Howrah,Zilla Panchayat,Community Health Center,23.87,Ongoing,25.86179279814657,Still ongoing 2+ years after sanction
W10695,Sanya Swamy,Coimbatore,Municipal Corporation,Community Health Center,38.79,Ongoing,25.825843330343677,Still ongoing 2+ years after sanction
W12051,Leena Butala,Chennai,Municipal Corporation,Road Construction,9.07,Ongoing,25.785901607111498,Still ongoing 2+ years after sanction
W11018,Onveer Kata,Agra,Zilla Panchayat,Road Construction,38.07,Ongoing,25.76329782527418,Still ongoing 2+ years after sanction
W12988,Gaurav Chandra,Kanpur,Public Works Department,Community Health Center,26.97,Completed,25.725538696188934,Flagged by ML pattern only
W11583,Hemang Bava,Thane,Public Works Department,Road Construction,37.44,Ongoing,25.71197679151387,Still ongoing 2+ years after sanction
W12616,Bachittar Choudhry,Kolkata,District Rural Development Agency,Drinking Water Supply,15.56,Completed,25.691433855059877,Flagged by ML pattern only
W10666,Owen Bala,Howrah,State Housing Board,Community Health Center,36.26,Completed,25.685972715748974,Flagged by ML pattern only
W12287,Gaurav Chandra,Darjeeling,Zilla Panchayat,Road Construction,34.16,Ongoing,25.63121515441803,Still ongoing 2+ years after sanction
W12838,Advaith Gole,Asansol,Public Works Department,Community Health Center,34.5,Ongoing,25.576743289806323,Still ongoing 2+ years after sanction
W11013,Gabriel Thaman,Chennai,State Housing Board,Road Construction,39.3,Ongoing,25.57589892017267,Still ongoing 2+ years after sanction
W12013,Eesha Memon,Pune,Zilla Panchayat,Community Health Center,34.36,Ongoing,25.545157854249204,Agency handles a disproportionate share of Pune's works
W12067,Lucky Prashad,Mysuru,District Rural Development Agency,Road Construction,38.29,Completed,25.50662702,Flagged by ML pattern only
W10777,Tanish Iyer,Agra,District Rural Development Agency,Community Health Center,35.88,Ongoing,25.495752225015607,Still ongoing 2+ years after sanction
W10420,Ishwar Boase,Varanasi,Public Works Department,Street Lighting,1.14,Completed,25.49538270846155,Flagged by ML pattern only
W10247,Oliver Sarma,Howrah,State Housing Board,Road Construction,14.4,Completed,25.48792862474815,Flagged by ML pattern only
W12024,Odika Naik,Pune,Zilla Panchayat,Public Toilet Complex,5.47,Completed,25.483797309172566,Agency handles a disproportionate share of Pune's works
W12296,Vrinda Biswas,Madurai,State Housing Board,Road Construction,26.34,Completed,25.46733766528319,Flagged by ML pattern only
W12368,Bachittar Choudhry,Bengaluru Urban,Zilla Panchayat,Road Construction,13.82,Completed,25.46658628997404,Flagged by ML pattern only
W12242,Harrison Kapur,Coimbatore,State Housing Board,Community Health Center,43.7,Completed,25.458532204863495,Flagged by ML pattern only
W11770,Ria Ratta,Salem,Public Works Department,Road Construction,28.16,Completed,25.445556922619872,Flagged by ML pattern only
W10862,Sanya Swamy,Coimbatore,Zilla Panchayat,School Building Repair,12.83,Ongoing,25.42751581727048,Still ongoing 2+ years after sanction
W12731,Yutika Rana,Lucknow,District Rural Development Agency,Community Health Center,35.69,Completed,25.420634921282247,Flagged by ML pattern only
W10237,Gaurav Chandra,Thane,Public Works Department,Street Lighting,1.64,Completed,25.39564424092882,Flagged by ML pattern only
W10474,Owen Bala,Howrah,Municipal Corporation,Community Health Center,36.15,Completed,25.37755310382804,Flagged by ML pattern only
W12943,Bachittar Choudhry,Coimbatore,District Rural Development Agency,Road Construction,32.91,Ongoing,25.375067992998808,Still ongoing 2+ years after sanction
W10485,Yug Choudhry,Pune,Zilla Panchayat,Drainage System,13.18,Completed,25.30349355958165,Agency handles a disproportionate share of Pune's works
W12797,Widisha Yohannan,Dharwad,Public Works Department,Street Lighting,2.2,Completed,25.29351479801492,Flagged by ML pattern only
W12109,Eesha Memon,Nagpur,District Rural Development Agency,Road Construction,38.04,Ongoing,25.293474692536808,Still ongoing 2+ years after sanction
W11756,Tanish Iyer,Pune,Zilla Panchayat,Drinking Water Supply,15.54,Ongoing,25.279041031602617,Still ongoing 2+ years after sanction; Agency handles a disproportionate share of Pune's works
W11508,Vrinda Biswas,Mysuru,State Housing Board,Community Health Center,18.27,Completed,25.27270993740787,Flagged by ML pattern only
W11111,Victor Venkataraman,Dharwad,Municipal Corporation,Road Construction,37.78,Ongoing,25.253171171047573,Still ongoing 2+ years after sanction
W12277,Widisha Yohannan,Nashik,Municipal Corporation,Community Health Center,41.73,Completed,25.185703514802846,Flagged by ML pattern only
W10122,Nicholas Gour,Kolkata,Public Works Department,Road Construction,32.54,Ongoing,25.146964359174465,Still ongoing 2+ years after sanction
W11961,Ria Ratta,Pune,Zilla Panchayat,Public Toilet Complex,6.82,Completed,25.127940065700024,Agency handles a disproportionate share of Pune's works
W10050,Advaith Gole,Mysuru,District Rural Development Agency,Community Health Center,34.45,Ongoing,25.01514936942481,Still ongoing 2+ years after sanction
W10789,Meera Banerjee,Mysuru,Public Works Department,Public Toilet Complex,4.66,Ongoing,24.977078694098516,Still ongoing 2+ years after sanction
W10488,Ishwar Boase,Bengaluru Urban,State Housing Board,Street Lighting,3.61,Ongoing,24.96285714168406,Still ongoing 2+ years after sanction
W10503,Pallavi Krish,Chennai,Public Works Department,Community Health Center,35.35,Ongoing,24.96093075612687,Still ongoing 2+ years after sanction
W12928,Widisha Yohannan,Varanasi,Municipal Corporation,Road Construction,29.41,Completed,24.94717115,Flagged by ML pattern only
W10430,Owen Bala,Chennai,Zilla Panchayat,Road Construction,36.39,Completed,24.913933479507808,Flagged by ML pattern only
W11511,Advaith Gole,Nashik,Zilla Panchayat,Community Health Center,37.61,Ongoing,24.900723111844876,Still ongoing 2+ years after sanction
W12714,Advaith Gole,Kolkata,Public Works Department,Road Construction,36.49,Ongoing,24.865687524251122,Still ongoing 2+ years after sanction
W10520,Eesha Memon,Darjeeling,Public Works Department,Community Health Center,35.27,Ongoing,24.85254055960312,Still ongoing 2+ years after sanction
W11815,Advaith Gole,Asansol,Municipal Corporation,Public Toilet Complex,2.26,Ongoing,24.746297801952707,Still ongoing 2+ years after sanction
W12021,Onveer Kata,Pune,State Housing Board,Drainage System,4.34,Ongoing,24.70648970687082,Still ongoing 2+ years after sanction
W12636,Gabriel Thaman,Agra,State Housing Board,Community Health Center,15.51,Completed,24.68554085957275,Flagged by ML pattern only
W10840,Leena Butala,Lucknow,State Housing Board,Road Construction,32.36,Completed,24.673647224722444,Flagged by ML pattern only
W11121,Lucky Prashad,Varanasi,Zilla Panchayat,Road Construction,37.42,Ongoing,24.666902906882754,Still ongoing 2+ years after sanction
W12849,Triya Khatri,Salem,Municipal Corporation,Drainage System,14.74,Ongoing,24.662954811335254,Still ongoing 2+ years after sanction
W12175,Varsha Morar,Pune,Zilla Panchayat,Public Toilet Complex,4.23,Ongoing,24.640224684717545,Still ongoing 2+ years after sanction; Agency handles a disproportionate share of Pune's works
W10162,Ronith Zachariah,Coimbatore,Zilla Panchayat,Community Health Center,34.42,Ongoing,24.59576442834521,Still ongoing 2+ years after sanction
W11043,Eesha Memon,Lucknow,Municipal Corporation,Community Health Center,29.21,Completed,24.56178078855517,Flagged by ML pattern only
W10313,Mugdha Varty,Thane,District Rural Development Agency,Road Construction,30.58,Ongoing,24.561534675028188,Still ongoing 2+ years after sanction
W10876,Vanya Suresh,Agra,State Housing Board,Road Construction,34.62,Ongoing,24.543101751316005,Still ongoing 2+ years after sanction
W10500,Vrinda Biswas,Coimbatore,State Housing Board,Community Health Center,30.25,Ongoing,24.534869908186607,Still ongoing 2+ years after sanction
W10190,Meera Banerjee,Pune,Zilla Panchayat,Road Construction,15.83,Completed,24.512051341225423,Agency handles a disproportionate share of Pune's works
W12399,Oliver Sarma,Kanpur,Zilla Panchayat,Road Construction,35,Ongoing,24.467234002951344,Still ongoing 2+ years after sanction
W11692,Gaurav Chandra,Madurai,State Housing Board,Road Construction,33.84,Ongoing,24.466321805555502,Still ongoing 2+ years after sanction
W10255,Deepa Gala,Bengaluru Urban,District Rural Development Agency,Drainage System,15.7,Ongoing,24.449421849462624,Still ongoing 2+ years after sanction
W10231,Meera Banerjee,Bengaluru Urban,State Housing Board,Road Construction,34.01,Ongoing,24.44936451100353,Still ongoing 2+ years after sanction
W12384,Mugdha Varty,Howrah,District Rural Development Agency,Street Lighting,1.72,Ongoing,24.418041237801805,Still ongoing 2+ years after sanction
W10986,Harrison Kapur,Pune,Zilla Panchayat,Public Toilet Complex,7.75,Completed,24.413199446657917,Agency handles a disproportionate share of Pune's works
W12694,Leena Butala,Howrah,Municipal Corporation,Road Construction,39.02,Completed,24.408094844518008,Flagged by ML pattern only
W11746,Sanya Swamy,Nashik,Public Works Department,Public Toilet Complex,2.77,Ongoing,24.38652177251199,Near-duplicate work description under same agency
W10343,Mugdha Varty,Kanpur,Public Works Department,Road Construction,21.17,Completed,24.38633139313038,Flagged by ML pattern only
W10685,Ronith Zachariah,Pune,Zilla Panchayat,Community Health Center,13.23,Ongoing,24.373008230470166,Still ongoing 2+ years after sanction; Agency handles a disproportionate share of Pune's works
W12915,Triya Khatri,Agra,Municipal Corporation,Road Construction,38.24,Completed,24.36420242025117,Flagged by ML pattern only
W12015,Odika Naik,Agra,State Housing Board,Community Health Center,30.21,Completed,24.33334896433036,Flagged by ML pattern only
W10606,Yug Choudhry,Chennai,Municipal Corporation,Road Construction,31.9,Completed,24.29383677049395,Flagged by ML pattern only
W12320,Odika Naik,Thane,Zilla Panchayat,Drainage System,12.75,Ongoing,24.267929779720838,Still ongoing 2+ years after sanction
W12372,Hemang Bava,Lucknow,Public Works Department,Road Construction,30.31,Completed,24.256011092350366,Flagged by ML pattern only
W12566,Eesha Memon,Pune,Zilla Panchayat,Street Lighting,5.66,Ongoing,24.213944355600724,Still ongoing 2+ years after sanction; Agency handles a disproportionate share of Pune's works
W10663,Ekansh Sami,Nashik,District Rural Development Agency,Street Lighting,1.05,Completed,24.203384409836872,Flagged by ML pattern only
W10969,Jagat Mangat,Thane,Public Works Department,School Building Repair,4.86,Ongoing,24.19094824152297,Still ongoing 2+ years after sanction
W10075,Victor Venkataraman,Coimbatore,Municipal Corporation,Road Construction,30.24,Ongoing,24.157897411229783,Still ongoing 2+ years after sanction
W12707,Widisha Yohannan,Kolkata,District Rural Development Agency,Community Health Center,32.58,Completed,24.134644339229965,Flagged by ML pattern only
W10613,Jagat Mangat,Belagavi,Municipal Corporation,Drinking Water Supply,12.11,Ongoing,24.13036229288282,Still ongoing 2+ years after sanction
W12799,Sanya Swamy,Pune,Zilla Panchayat,Public Toilet Complex,3.58,Ongoing,24.117609775738593,Still ongoing 2+ years after sanction; Agency handles a disproportionate share of Pune's works
W12371,Azaan Gupta,Varanasi,District Rural Development Agency,Community Health Center,19.8,Ongoing,24.117484287798945,Still ongoing 2+ years after sanction
W11210,Tanish Iyer,Chennai,District Rural Development Agency,Road Construction,34.64,Ongoing,24.11079396003864,Still ongoing 2+ years after sanction
W11037,Ronith Zachariah,Mysuru,Zilla Panchayat,Community Health Center,14.95,Ongoing,24.103750600316246,Still ongoing 2+ years after sanction
W11947,Lucky Prashad,Salem,State Housing Board,Road Construction,12.16,Ongoing,24.10254214,Still ongoing 2+ years after sanction
W11468,Tanish Iyer,Salem,State Housing Board,Drainage System,9.91,Completed,24.094258526439972,Flagged by ML pattern only
W10220,Ronith Zachariah,Varanasi,Public Works Department,Public Toilet Complex,4.83,Ongoing,24.093843433120355,Still ongoing 2+ years after sanction
W11884,Meera Banerjee,Thane,State Housing Board,Community Health Center,39.11,Completed,24.08398817749615,Flagged by ML pattern only
W11085,Rayaan Mand,Varanasi,State Housing Board,Road Construction,29.55,Ongoing,24.06297763398389,Still ongoing 2+ years after sanction
W10912,Gaurav Chandra,Mysuru,District Rural Development Agency,Community Health Center,36.19,Ongoing,24.05414732032076,Still ongoing 2+ years after sanction
W11575,Advaith Gole,Pune,Zilla Panchayat,Drinking Water Supply,9.7,Ongoing,24.036278091270198,Still ongoing 2+ years after sanction; Agency handles a disproportionate share of Pune's works
W12860,Bachittar Choudhry,Kolkata,Public Works Department,Road Construction,35.35,Ongoing,24.02285502116183,Still ongoing 2+ years after sanction
